text,label
Я ничего не понял,Russian
Как настроение?,Russian
Ты свободен сейчас?,Russian
This is interesting,English
Кечинде эмне кылабыз?,Kyrgyz
Ты уже дома?,Russian
See you tomorrow morning,English
Ты опоздаешь,Russian
Ждёшь кого-то?,Russian
Кечирип коюңуз,Kyrgyz
Жолугалы,Kyrgyz
Кийинки жолу,Kyrgyz
Ты свободен вечером?,Russian
Мен бошмун,Kyrgyz
Бош эмесмин,Kyrgyz
Эмнеге кечигип калдың?,Kyrgyz
Будь внимателен,Russian
Сделаем это,Russian
Мен ойлоп жатам,Kyrgyz
I love this place,English
I'm almost there,English
Of course,English
Мага жакпайт бул,Kyrgyz
Кайда барасың?,Kyrgyz
Where do you want to go?,English
Кийинки жолу,Kyrgyz
Проводи меня,Russian
Я с тобой,Russian
Ждёшь кого-то?,Russian
Have a seat,English
Чоң сүйүнүч,Kyrgyz
Take care,English
Жакшы билем,Kyrgyz
Дагы бир жолу,Kyrgyz
I don't think so,English
Это неважно,Russian
No problem,English
Поможешь мне?,Russian
Можно с тобой?,Russian
Пойдём гулять,Russian
Come in,English
Мен ойлоп жатам,Kyrgyz
Let's meet,English
Можно я сяду?,Russian
До встречи,Russian
Сенин хоббиң кайсы?,Kyrgyz
I have no idea,English
Давно не виделись,Russian
Where are you now?,English
Кечинде жолугалы,Kyrgyz
Ты отлично справился,Russian
Эртең менен көрүшөлү,Kyrgyz
Не расстраивайся,Russian
Давно не виделись,Russian
Эмне кылабыз?,Kyrgyz
Ты уже спишь?,Russian
Салам айт,Kyrgyz
Мен азыр келем,Kyrgyz
I'll be there,English
Не забудь,Russian
It's complicated,English
Сүйүнүчтүү кабар,Kyrgyz
Жөн эле сурадым,Kyrgyz
Это срочно,Russian
Мага жакпайт мындай,Kyrgyz
Wait for me,English
It's too late,English
Будь вежлив,Russian
I don't mind,English
I hope not,English
Жду тебя,Russian
I'm coming,English
Доброй ночи,Russian
Жакшы кеч,Kyrgyz
I'm happy for you,English
Can you wait for me?,English
I'm happy,English
What's wrong?,English
Будь внимателен,Russian
How do you feel?,English
Do you like traveling?,English
I guess so,English
Can you help me with this?,English
Сен жакшы киши экенсиң,Kyrgyz
Я не понял,Russian
Not really,English
See you tomorrow,English
Жол жакшы болсун,Kyrgyz
Жолукканча,Kyrgyz
I'm sad,English
It's late now,English
Бүгүн кайда барабыз?,Kyrgyz
Sounds good,English
All the best,English
Кечинде эмне кылабыз?,Kyrgyz
Long time no see,English
Бүгүн кандай күн?,Kyrgyz
Как дела?,Russian
Сиз кайда жашайсыз?,Kyrgyz
I'm on vacation,English
Я не согласен с этим,Russian
Кандай жардам керек?,Kyrgyz
Аман-эсен бар,Kyrgyz
Дем алышта эмне кыласың?,Kyrgyz
Мен даярмын,Kyrgyz
Мен келдим,Kyrgyz
Бул жакшы жаңылык,Kyrgyz
Я рад тебя видеть,Russian
Бүгүн кандай болду?,Kyrgyz
Ты ошибаешься,Russian
Are you okay?,English
It's hard,English
Кызыктуу болуп жатабы?,Kyrgyz
Эмне болду?,Kyrgyz
Мага чалып койчу,Kyrgyz
Я не знаю,Russian
Чогуу бололу,Kyrgyz
Я голоден,Russian
Это секрет,Russian
Сиз кайсы шаардансыз?,Kyrgyz
How do you feel?,English
Я занят делами,Russian
Is it possible?,English
Я быстро,Russian
Можно позвонить?,Russian
Do you like traveling?,English
Бүгүн жуманын кайсы күнү?,Kyrgyz
I'm proud of you,English
Түшүнүктүү болду,Kyrgyz
У меня всё хорошо,Russian
It's not important,English
Сүйүнүчтүү кабар,Kyrgyz
Сүйүктүү тамагың кайсы?,Kyrgyz
Түн ичинде келем,Kyrgyz
Какие планы на вечер?,Russian
Как вас зовут?,Russian
Давай вместе,Russian
Мен сени угуп жатам,Kyrgyz
Сен келдиңби?,Kyrgyz
Керек эмес,Kyrgyz
How do you feel?,English
Let's walk together,English
Кайтып кел,Kyrgyz
Тамаша кылдыңбы?,Kyrgyz
Чоң рахмат,Kyrgyz
What's your name?,English
Ишенем,Kyrgyz
Сколько времени займёт?,Russian
Мне нужна помощь,Russian
Let's order food,English
Чоң жардам бердиң,Kyrgyz
Good luck,English
I'm available,English
I'm joking,English
Бүгүн кайда барабыз?,Kyrgyz
У тебя есть время?,Russian
Кечинде эмне кылабыз?,Kyrgyz
Я в пути,Russian
Where do you live?,English
Эмне кабар?,Kyrgyz
Кто придёт?,Russian
I'm a bit busy,English
Абдан жакшы,Kyrgyz
Ты молодец,Russian
Пойдём в кафе?,Russian
Баары жакшы болот,Kyrgyz
Not really,English
Мне не нравится,Russian
Кирип чык,Kyrgyz
Сен даярсыңбы?,Kyrgyz
Жардам керекпи?,Kyrgyz
Let's catch up,English
Жакшы күн,Kyrgyz
Здравствуйте,Russian
Where have you been?,English
Let's have dinner,English
Good morning,English
Hello,English
Do you like music?,English
Кечинде көрүшөлү,Kyrgyz
Я на улице,Russian
Түшкү тамакты чогууСага жардам бере алам,Kyrgyz
Let's grab coffee,English
Жүр кеттик,Kyrgyz
Мен сени түшүнөм,Kyrgyz
Эртең менен көрүшөлү,Kyrgyz
Будь здоров,Russian
Можно обсудить?,Russian
Ты свободен?,Russian
Кто придёт?,Russian
Мен азыр барам,Kyrgyz
Можно тебя спросить?,Russian
It's important,English
Ты уже поел?,Russian
Баары жакшы болот,Kyrgyz
I'm a bit busy,English
Эмне болду сага?,Kyrgyz
Can I call you?,English
You're welcome,English
Эмне жаңылык?,Kyrgyz
I'm not sure about that,English
Are you free?,English
Жаңылыктар барбы?,Kyrgyz
Эмне кылабыз?,Kyrgyz
I'm listening,English
До свидания,Russian
Can we talk?,English
Давай встретимся позже,Russian
Good choice,English
I'm here,English
Это срочно,Russian
Давай вместе,Russian
I'll be there,English
That's easy,English
What's happening?,English
What are you waiting for?,English
Жакшы эс ал,Kyrgyz
Let's walk together,English
Хорошего дня,Russian
Я не удивлён,Russian
Ким келет?,Kyrgyz
Мен ойлонбойм,Kyrgyz
Where are you?,English
Let's meet later,English
Можно с тобой?,Russian
Түшкү тамакка барабызбы?,Kyrgyz
See you this evening,English
Эмне сурасаң болот?,Kyrgyz
Сүйлөшкүлө,Kyrgyz
Я рад тебя видеть,Russian
Что за новости?,Russian
Сизди сагындым,Kyrgyz
Мен барайын,Kyrgyz
Что нового?,Russian
Ты с кем?,Russian
Goodbye,English
Круто!,Russian
Баары жайында,Kyrgyz
Эмне жаңылык?,Kyrgyz
Что нового?,Russian
Have a good time,English
Мага чалып койчу,Kyrgyz
Айтыңызчы,Kyrgyz
Түштүккө кетти,Kyrgyz
Аягына чейин,Kyrgyz
Спасибо большое,Russian
Жакшы күн болсун,Kyrgyz
I'm nervous,English
I'm coming soon,English
Откуда ты?,Russian
Тебе идёт эта одежда,Russian
Я почти готов,Russian
Тебе идёт эта одежда,Russian
Is it okay with you?,English
Я дома,Russian
Куда идём?,Russian
I'm sure about it,English
What's for dinner?,English
Ким менен сүйлөшүп жатасың?,Kyrgyz
Ты кушал?,Russian
Менин колум бош эмес,Kyrgyz
Давай общаться,Russian
Сейчас занято,Russian
Мне это нравится,Russian
Можно присоединиться?,Russian
Круто!,Russian
Не расстраивайся,Russian
Здравствуйте,Russian
Хорошего дня,Russian
It's a good idea,English
It's too late,English
Уже вечер,Russian
It was fun,English
Пойдём вместе,Russian
I believe you,English
Ты доволен?,Russian
Береги себя,Russian
I'm not sure about that,English
Не забудь,Russian
Спокойной ночи,Russian
Дүкөнгө барасыңбы?,Kyrgyz
How was your trip?,English
Ты уверен?,Russian
Can you help me?,English
Как добраться?,Russian
What are your hobbies?,English
I don't think so,English
Ты меня радуешь,Russian
Какой твой любимый фильм?,Russian
I'm on my way,English
I hope so,English
Text me,English
Саламатсызбы,Kyrgyz
Long time no see,English
Это смешно,Russian
Мне нужна помощь,Russian
Погода плохая,Russian
No problem,English
Я тоже хочу,Russian
Perfect,English
Что за новости?,Russian
Is it far?,English
Мне это нравится,Russian
I'm sad,English
I'm on my way,English
Что нового?,Russian
Сен жакшы көрөсүңбү?,Kyrgyz
Бул кандайча?,Kyrgyz
Эмне болду сага?,Kyrgyz
Эмнеге тынчсың?,Kyrgyz
Дагы көрүшөбүз,Kyrgyz
I appreciate that,English
Удачи!,Russian
That's easy,English
Я тебя понял,Russian
Баары даярбы?,Kyrgyz
Мне нужна помощь,Russian
Have a nice day,English
What's wrong?,English
Күтпөй койдум,Kyrgyz
Я уже еду,Russian
I'm very tired,English
Ты с кем?,Russian
I'm serious,English
Погода плохая,Russian
Давай завтра,Russian
Long time no see,English
Я скоро вернусь,Russian
Жаңылыктар барбы?,Kyrgyz
See you soon,English
Аягына чейин,Kyrgyz
Sounds good,English
Я рад тебя видеть,Russian
Чем занимаешься?,Russian
Я быстро,Russian
Maybe,English
Жакшы эс ал,Kyrgyz
Let's move,English
Не забудь,Russian
Бош эмесмин,Kyrgyz
Ты где?,Russian
Don't be late,English
Мен уктайм,Kyrgyz
How was work?,English
Я почти пришёл,Russian
Спасибо,Russian
Керек эмес,Kyrgyz
Может завтра?,Russian
Я тоже хочу,Russian
Эмне керек?,Kyrgyz
Жолугалыбы?,Kyrgyz
What a surprise!,English
Can you wait for me?,English
Can I join you?,English
Бирге баралы,Kyrgyz
Let's take a break,English
Ты меня понял?,Russian
Эмне болду?,Kyrgyz
I'm on a break,English
What's going on?,English
Погода плохая,Russian
Баары даярбы?,Kyrgyz
Пока,Russian
Чакырдыңбы?,Kyrgyz
Дагы сүйлөшөлү,Kyrgyz
Мне нравится,Russian
Ты уже спишь?,Russian
Я на работе,Russian
Сен тапкычсың,Kyrgyz
Don't miss it,English
Что за шум?,Russian
Поговорим?,Russian
Ты свободен?,Russian
До встречи,Russian
Менин оюмча,Kyrgyz
Бүгүн жуманын кайсы күнү?,Kyrgyz
Just kidding,English
Ты в порядке?,Russian
Поздно уже,Russian
Дүкөндөн эмне алабыз?,Kyrgyz
Жолукканча,Kyrgyz
I'm sad,English
See you soon,English
What's the plan for today?,English
Айтыңызчы,Kyrgyz
Мен сага ишенем,Kyrgyz
Ишенем,Kyrgyz
It was a long day,English
I like this idea,English
Absolutely,English
